,X,Y,OBJECTID,ADDRTYPE,LOCATION,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INJURIES,SERIOUSINJURIES,FATALITIES,INCDATE,SDOT_COLCODE,ROADCOND
176716,-122.3209062,47.62198807,176717,Intersection,BROADWAY E AND E HARRISON ST,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2016-09-09 00:00:00+00:00,24.0,Dry
176717,-122.3543532,47.67602257,176718,Intersection,PHINNEY AVE N AND N 65TH ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-10-04 00:00:00+00:00,51.0,Wet
176718,-122.3141927,47.57371882,176719,Block,S HINDS ST BETWEEN 14TH AVE S AND HINDS N PL S,2b,Serious Injury Collision,Other,1,0,0,1,1,1,0,2016-09-01 00:00:00+00:00,11.0,Dry
176719,-122.3621057,47.57004013,176720,Block,DELRIDGE WAY SW BETWEEN SW CHARLESTOWN ST AND DELRIDGE-W SEATTLE BR EB ON RP,2,Injury Collision,Rear Ended,6,0,0,2,1,0,0,2016-07-19 00:00:00+00:00,14.0,Dry
176720,-122.3289651,47.60003602,176721,Intersection,4TH AVE S AND S MAIN ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-09-06 00:00:00+00:00,11.0,Wet
176721,-122.257043,47.51251584,176722,Block,61ST AVE S BETWEEN S NORFOLK ST AND S COOPER ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-30 00:00:00+00:00,13.0,Dry
176722,-122.2980598,47.63717924,176723,Block,LAKE WASHINGTON BLVD E BETWEEN BOYER AVE E AND E FOSTER ISLAND RD,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-08-23 00:00:00+00:00,26.0,Dry
176723,-122.3175832,47.61993193,176724,Block,E JOHN ST BETWEEN 11TH AVE E AND 12TH AVE E,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-11-30 00:00:00+00:00,14.0,Wet
176724,-122.2704922,47.51758551,176725,Block,RENTON AVE S BETWEEN 50TH AVE S AND 51ST AVE S,2b,Serious Injury Collision,Pedestrian,2,1,0,1,1,1,0,2016-10-22 00:00:00+00:00,24.0,Dry
176725,-122.3158588,47.68309239,176726,Block,NE 75TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2016-10-25 00:00:00+00:00,14.0,Wet
176726,-122.3879566,47.54474608,176727,Block,FAUNTLEROY WAY SW BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-22 00:00:00+00:00,14.0,Unknown
176727,-122.3324513,47.60726631,176728,Intersection,5TH AVE AND SPRING ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-10-15 00:00:00+00:00,11.0,Wet
176728,-122.3337568,47.6086926,176729,Intersection,5TH AVE AND UNIVERSITY ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-08-06 00:00:00+00:00,11.0,Dry
176729,-122.3821276,47.5610551,176730,Block,SW ALASKA ST BETWEEN FAUNTLEROY WAY SW AND 40TH AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-04 00:00:00+00:00,0.0,Dry
176730,-122.3875872,47.67164522,176731,Intersection,24TH AVE NW AND NW 59TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2016-11-09 00:00:00+00:00,11.0,Dry
176731,-122.3058274,47.5884106,176732,Intersection,RAINIER AVE S AND S MASSACHUSETTS ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-07-14 00:00:00+00:00,14.0,
176732,-122.2981106,47.58306883,176733,Block,M L KING JR WAY S BETWEEN S WALKER ST AND S BAYVIEW N ST,2,Injury Collision,Other,1,0,0,1,1,0,0,2016-09-24 00:00:00+00:00,26.0,Dry
176733,-122.3334501,47.54664079,176734,Block,EAST MARGINAL WAY S BETWEEN 1ST AV S BR NB AND S FRONT ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-09-01 00:00:00+00:00,14.0,Dry
176734,-122.3146497,47.57188856,176735,Block,S COLUMBIAN WAY BETWEEN 14TH AVE S AND S SPOKANE ST,1,Property Damage Only Collision,Sideswipe,4,0,0,2,0,0,0,2016-11-15 00:00:00+00:00,11.0,Wet
176735,-122.333368,47.61732929,176736,Block,BOREN AVE BETWEEN STEWART ST AND VIRGINIA ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-09-01 00:00:00+00:00,14.0,Dry
176736,-122.3554531,47.61860207,176737,Intersection,1ST AVE AND DENNY WAY,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-09-10 00:00:00+00:00,11.0,Dry
176737,-122.3537532,47.61859553,176738,Block,DENNY WAY BETWEEN WARREN AVE N AND 2ND WR AVE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-10-04 00:00:00+00:00,14.0,Dry
176738,-122.325633,47.61848878,176739,Intersection,E DENNY WAY AND E OLIVE WAY,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-07-18 00:00:00+00:00,11.0,Dry
176739,-122.346736,47.52464351,176740,Intersection,9TH AVE SW AND SW TRENTON ST,2b,Serious Injury Collision,Angles,3,0,0,2,3,1,0,2016-09-25 00:00:00+00:00,11.0,Dry
176740,-122.337348,47.52047166,176741,Block,OLSON PL SW BETWEEN 2ND AVE SW AND 3RD AVE SW,1,Property Damage Only Collision,Head On,2,0,0,2,0,0,0,2016-10-14 00:00:00+00:00,11.0,Wet
176741,-122.2910103,47.57075993,176742,Block,33RD AVE S BETWEEN S SPOKANE ST AND RAINIER AVE S,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2016-08-14 00:00:00+00:00,11.0,Dry
176742,-122.312901,47.6531885,176743,Block,NE PACIFIC ST BETWEEN UNIVERSITY WAY NE AND 15TH AVE NE,2,Injury Collision,Sideswipe,3,0,0,2,2,0,0,2016-08-05 00:00:00+00:00,14.0,Dry
176743,-122.3045326,47.56011266,176744,Intersection,BEACON ER AVE S AND S ANGELINE ST,1,Property Damage Only Collision,Sideswipe,7,0,0,2,0,0,0,2016-11-10 00:00:00+00:00,11.0,Dry
176744,-122.2969907,47.581267,176745,Intersection,M L KING JR WAY S AND S BAYVIEW S ST,2,Injury Collision,Pedestrian,1,1,0,1,1,0,0,2016-07-28 00:00:00+00:00,24.0,Dry
176745,-122.3343796,47.60350072,176746,Block,COLUMBIA ST BETWEEN 1ST AVE AND 2ND AVE,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-10-13 00:00:00+00:00,14.0,Wet
176746,-122.3728768,47.54565677,176747,Block,LANHAM PL SW BETWEEN SW GRAHAM ST AND SW MORGAN W ST,1,Property Damage Only Collision,Left Turn,5,0,0,2,0,0,0,2016-08-31 00:00:00+00:00,11.0,Dry
176747,-122.3495325,47.61281477,176748,Intersection,BATTERY ST AND ELLIOTT AVE,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2016-10-06 00:00:00+00:00,24.0,Dry
176748,-122.3787711,47.56326378,176749,Intersection,37TH AVE SW AND FAUNTLEROY WAY SW,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2016-11-22 00:00:00+00:00,24.0,Wet
176749,-122.3606527,47.68437394,176750,Block,3RD AVE NW BETWEEN NW 76TH ST AND NW 77TH ST,1,Property Damage Only Collision,Parked Car,4,0,0,3,0,0,0,2016-09-10 00:00:00+00:00,16.0,Dry
176750,-122.3554149,47.70146108,176751,Intersection,GREENWOOD AVE N AND N 100TH ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2016-10-10 00:00:00+00:00,11.0,Dry
176751,-122.3626951,47.62214027,176752,Intersection,ELLIOTT AVE W AND W HARRISON ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-09-25 00:00:00+00:00,26.0,Dry
176752,-122.3229514,47.68678736,176753,Intersection,5TH AVE NE AND NE 80TH ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-08-16 00:00:00+00:00,11.0,Dry
176753,-122.3659972,47.69137921,176754,Intersection,8TH AVE NW AND NW 86TH ST,2,Injury Collision,Angles,5,0,0,3,3,0,0,2016-10-08 00:00:00+00:00,11.0,Wet
176754,-122.2701424,47.50614732,176755,Intersection,51ST AVE S AND S BANGOR ST,1,Property Damage Only Collision,,1,0,0,0,0,0,0,2016-11-01 00:00:00+00:00,11.0,
176755,-122.3330956,47.66793859,176756,Block,N 54TH ST BETWEEN MERIDIAN AVE N AND KEYSTONE N PL N,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-05 00:00:00+00:00,14.0,Dry
176756,-122.3445144,47.68911277,176757,Intersection,AURORA AVE N AND GREEN LAKE DR N,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2016-09-05 00:00:00+00:00,14.0,Wet
176757,-122.3226571,47.6848476,176758,Block,BANNER WAY NE BETWEEN NE 77TH ST AND 5TH AVE NE,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-11-03 00:00:00+00:00,11.0,Wet
176758,-122.3305676,47.61860765,176759,Block,STEWART ST BETWEEN DENNY WAY AND YALE AVE N,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-08-08 00:00:00+00:00,14.0,Dry
176759,-122.3552999,47.68730247,176760,Block,GREENWOOD AVE N BETWEEN N 80TH ST AND N 81ST ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-08-07 00:00:00+00:00,14.0,Dry
176760,-122.3566526,47.5190195,176761,Block,DELRIDGE WAY SW BETWEEN SW CAMBRIDGE ST AND 17TH AVE SW,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-08-23 00:00:00+00:00,14.0,Dry
176761,-122.3251391,47.60933797,176762,Intersection,BOREN AVE AND MADISON ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-10-05 00:00:00+00:00,11.0,Dry
176762,-122.3003164,47.71414342,176763,Intersection,26TH AVE NE AND NE 117TH ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2016-07-20 00:00:00+00:00,14.0,Dry
176763,-122.3194468,47.61408516,176764,Intersection,10TH AVE AND E PIKE ST,1,Property Damage Only Collision,Angles,3,0,0,2,0,0,0,2016-08-01 00:00:00+00:00,14.0,Dry
176764,-122.3207895,47.61465412,176765,Block,BROADWAY BETWEEN E PIKE ST AND E PINE ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-07-21 00:00:00+00:00,14.0,Dry
176765,-122.3433597,47.60825914,176766,Block,ALASKAN WAY BETWEEN PIKE ST AND PINE ST,2,Injury Collision,Rear Ended,3,0,0,3,1,0,0,2016-10-19 00:00:00+00:00,14.0,Dry
176766,-122.3330014,47.610382,176767,Block,UNION ST BETWEEN 6TH AVE AND 7TH AVE,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-08-26 00:00:00+00:00,14.0,Dry
176767,-122.3767006,47.69278635,176768,Block,15TH AVE NW BETWEEN NW 87TH ST AND HOLMAN RD NW,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-10-16 00:00:00+00:00,24.0,Wet
176768,-122.3475344,47.61691106,176769,Block,VINE ST BETWEEN 3RD AVE AND 4TH AVE,2,Injury Collision,Parked Car,4,0,0,4,1,0,0,2016-11-17 00:00:00+00:00,11.0,Dry
176769,-122.3172288,47.5970945,176770,Block,12TH AVE S BETWEEN S WELLER ST AND XW S LANE ST,1,Property Damage Only Collision,Sideswipe,2,0,0,2,0,0,0,2016-10-20 00:00:00+00:00,11.0,Wet
176770,-122.2897264,47.5548733,176771,Block,M L KING JR ER WAY S BETWEEN S DAWSON ST AND 35TH AVE S,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-08-31 00:00:00+00:00,14.0,Dry
176771,-122.2947629,47.66124551,176772,Block,NE 45TH ST BETWEEN U VILLAGE DR AND NE 45TH PL,2,Injury Collision,Pedestrian,3,1,0,1,1,0,0,2016-09-21 00:00:00+00:00,24.0,Dry
176772,-122.296901,47.54216979,176773,Block,28TH AVE S BETWEEN S HOLLY ST AND S BRIGHTON E ST,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-07-08 00:00:00+00:00,26.0,Wet
176773,-122.2715034,47.51904835,176774,Intersection,RENTON AVE S AND S FLETCHER ST,2,Injury Collision,Angles,2,0,0,2,2,0,0,2016-11-21 00:00:00+00:00,11.0,Dry
176774,-122.321392,47.58730868,176775,Block,AIRPORT WAY S BETWEEN S MASSACHUSETTS ST AND S HOLGATE N ST,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-10-10 00:00:00+00:00,11.0,Wet
176775,-122.3119657,47.66308365,176776,Intersection,15TH AVE NE AND NE 47TH ST,2,Injury Collision,Pedestrian,2,1,0,1,1,0,0,2016-07-18 00:00:00+00:00,24.0,Dry
176776,-122.3500264,47.66021511,176777,Intersection,FREMONT AVE N AND N 44TH ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-08-30 00:00:00+00:00,11.0,Dry
176777,-122.3181688,47.61583703,176778,Block,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-27 00:00:00+00:00,11.0,Dry
176778,-122.3102235,47.60217757,176779,Block,17TH AVE BETWEEN E YESLER WAY AND E FIR ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-11-11 00:00:00+00:00,11.0,Unknown
176779,-122.3344053,47.52623509,176780,Intersection,1ST AVE S AND S CLOVERDALE W ST,1,Property Damage Only Collision,Rear Ended,4,0,0,2,0,0,0,2016-07-20 00:00:00+00:00,14.0,Dry
176780,-122.2639339,47.51997549,176781,Block,RAINIER AVE S BETWEEN 54TH AVE S AND SEWARD PARK AVE S,1,Property Damage Only Collision,Right Turn,2,0,0,2,0,0,0,2016-09-09 00:00:00+00:00,11.0,Dry
176781,-122.3208079,47.61581795,176782,Block,BROADWAY BETWEEN E PINE ST AND XW E OLIVE ST,1,Property Damage Only Collision,Sideswipe,3,0,0,2,0,0,0,2016-10-01 00:00:00+00:00,14.0,Dry
176782,-122.2801723,47.70890461,176783,Intersection,SAND POINT WAY NE AND NE 110TH ST,1,Property Damage Only Collision,Angles,5,0,0,2,0,0,0,2016-08-06 00:00:00+00:00,11.0,Dry
176783,-122.3553001,47.68766575,176784,Intersection,GREENWOOD AVE N AND N 81ST ST,2,Injury Collision,Pedestrian,4,3,0,1,1,0,0,2016-08-15 00:00:00+00:00,24.0,Dry
176784,,,176785,Alley,,2,Injury Collision,Angles,6,0,0,2,2,0,0,2016-10-25 00:00:00+00:00,0.0,Dry
176785,-122.3336274,47.59560511,176786,Block,RAILROAD WAY S BETWEEN 1ST S AVE S AND OCCIDENTAL AVE S,0,Unknown,,0,0,0,0,0,0,0,2016-07-01 00:00:00+00:00,0.0,
176786,-122.3394391,47.56132285,176787,Block,EAST MARGINAL WAY S BETWEEN DIAGONAL AVE S AND S ALASKA ST,1,Property Damage Only Collision,Sideswipe,4,0,0,4,0,0,0,2016-07-26 00:00:00+00:00,14.0,Dry
176787,-122.3046123,47.64660623,176788,Block,MONTLAKE BLVD E BETWEEN E SHELBY ST AND MONTLAKE BR,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-07-22 00:00:00+00:00,14.0,Dry
176788,-122.3119162,47.66642828,176789,Intersection,15TH AVE NE AND NE 52ND ST,0,Unknown,,0,0,0,0,0,0,0,2016-10-03 00:00:00+00:00,0.0,
176789,-122.3254835,47.72313601,176790,Intersection,130TH ST ON RP AND NE 130TH ST,2,Injury Collision,Left Turn,2,0,0,2,1,0,0,2016-08-06 00:00:00+00:00,11.0,Dry
176790,-122.2883703,47.56281944,176791,Block,S OREGON ST BETWEEN 35TH AVE S AND RAINIER AVE S,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-10-24 00:00:00+00:00,13.0,Wet
176791,-122.3156821,47.59919952,176792,Block,S JACKSON ST BETWEEN 12TH AVE S AND 14TH AVE S,1,Property Damage Only Collision,Other,2,0,0,2,0,0,0,2016-09-19 00:00:00+00:00,14.0,Wet
176792,-122.3007113,47.6653328,176793,Block,25TH AVE NE BETWEEN NE 49TH ST AND NE BLAKELEY ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-10-12 00:00:00+00:00,11.0,Dry
176793,-122.318029,47.66130134,176794,Block,NE 45TH ST BETWEEN 9TH E AVE NE AND ROOSEVELT WAY NE,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-09-30 00:00:00+00:00,11.0,Dry
176794,-122.3174884,47.6140991,176795,Block,E PIKE ST BETWEEN 11TH AVE AND 12TH AVE,0,Unknown,,0,0,0,0,0,0,0,2016-10-11 00:00:00+00:00,0.0,
176795,-122.3593126,47.68983546,176796,Block,NW 84TH ST BETWEEN 1ST AVE NW AND 3RD AVE NW,0,Unknown,,0,0,0,0,0,0,0,2016-11-02 00:00:00+00:00,11.0,
176796,-122.2973564,47.67667929,176797,Block,28TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-14 00:00:00+00:00,14.0,Dry
176797,-122.3355638,47.55065857,176798,Block,EAST MARGINAL WAY S BETWEEN S MEAD ST AND S FIDALGO ST,2,Injury Collision,Rear Ended,2,0,0,2,1,0,0,2016-10-13 00:00:00+00:00,14.0,Wet
176798,-122.3730802,47.5818263,176799,Block,HARBOR AVE SW BETWEEN FAUNTLEROY AVE SW AND SW FLORIDA ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2016-11-06 00:00:00+00:00,11.0,Dry
176799,-122.4064993,47.65921011,176800,Block,DISCOVERY PARK BLVD BETWEEN TEXAS WAY AND WASHINGTON AVE,0,Unknown,,2,0,0,0,0,0,0,2016-07-02 00:00:00+00:00,14.0,
176800,-122.344608,47.69780875,176801,Intersection,AURORA AVE N AND N 95TH ST,2b,Serious Injury Collision,Left Turn,2,0,0,2,2,1,0,2016-08-19 00:00:00+00:00,11.0,Dry
176801,,,176802,Alley,,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-10-03 00:00:00+00:00,0.0,Dry
176802,-122.3245856,47.60956945,176803,Block,MADISON ST BETWEEN BOREN AVE AND MINOR AVE,0,Unknown,,0,0,0,0,0,0,0,2016-10-11 00:00:00+00:00,0.0,
176803,-122.2937008,47.72916821,176804,Block,32ND AVE NE BETWEEN NE 137TH ST AND NE 140TH ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-05 00:00:00+00:00,11.0,Wet
176804,-122.3761428,47.63766086,176805,Intersection,15TH AVE W AND W ARMORY WAY,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-07-06 00:00:00+00:00,11.0,
176805,-122.3159446,47.65361705,176806,Block,NE PACIFIC ST BETWEEN NE BOAT ST AND BROOKLYN AVE NE,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-07-12 00:00:00+00:00,14.0,Dry
176806,-122.3291031,47.57167787,176807,Intersection,4TH AVE S AND S SPOKANE NR ST,2,Injury Collision,Angles,3,0,0,2,1,0,0,2016-09-16 00:00:00+00:00,11.0,Dry
176807,-122.2721767,47.66918565,176808,Block,SAND POINT WAY NE BETWEEN NE 55TH ST AND NE WINDERMERE RD,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-07-25 00:00:00+00:00,14.0,Dry
176808,-122.3875873,47.6705517,176809,Block,24TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-10-11 00:00:00+00:00,18.0,Dry
176809,-122.2974486,47.58188855,176810,Block,M L KING JR WAY S BETWEEN S BAYVIEW N ST AND S BAYVIEW S ST,1,Property Damage Only Collision,Rear Ended,3,0,0,2,0,0,0,2016-10-15 00:00:00+00:00,14.0,Wet
176810,-122.3475402,47.62847356,176811,Block,5TH AVE N BETWEEN WARD ST AND PROSPECT ST,1,Property Damage Only Collision,Other,3,0,0,3,0,0,0,2016-07-04 00:00:00+00:00,26.0,Dry
176811,-122.2778702,47.55155082,176812,Block,RAINIER AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-09-09 00:00:00+00:00,14.0,Dry
176812,-122.3435441,47.62801952,176813,Intersection,AURORA AVE N AND WARD ST,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-09-19 00:00:00+00:00,14.0,Wet
176813,-122.2807788,47.55118995,176814,Intersection,42ND AVE S AND S ORCAS ST,2,Injury Collision,,2,0,0,0,1,0,0,2016-11-01 00:00:00+00:00,11.0,
176814,,,176815,Block,11TH AVE NE BETWEEN NE 135TH S ST AND NE 135TH N ST,2,Injury Collision,Other,2,0,0,2,1,0,0,2016-08-09 00:00:00+00:00,14.0,Dry
176815,-122.3258791,47.64562378,176816,Intersection,EASTLAKE AVE E AND E HAMLIN ST,2,Injury Collision,Cycles,1,0,1,1,1,0,0,2016-10-24 00:00:00+00:00,18.0,Dry
176816,-122.3168821,47.61701503,176817,Block,12TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-07-15 00:00:00+00:00,51.0,Dry
176817,-122.3798217,47.58829362,176818,Block,HARBOR AVE SW BETWEEN CALIFORNIA WAY SW AND FAIRMOUNT AVE SW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-12 00:00:00+00:00,11.0,Dry
176818,-122.3390531,47.51917316,176819,Block,OLSON PL SW BETWEEN 3RD AVE SW AND SW CAMBRIDGE PL,2,Injury Collision,Head On,2,0,0,2,1,0,0,2016-10-01 00:00:00+00:00,11.0,Snow/Slush
176819,-122.3197817,47.65946037,176820,Intersection,8TH AVE NE AND NE 43RD ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-10-27 00:00:00+00:00,11.0,Dry
176820,-122.3017617,47.6026675,176821,Block,E FIR ST BETWEEN 23RD AVE AND 24TH AVE,0,Unknown,,2,0,0,0,0,0,0,2016-08-30 00:00:00+00:00,12.0,
176821,-122.3357416,47.69049554,176822,Block,N 85TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,1,Property Damage Only Collision,Rear Ended,3,0,0,3,0,0,0,2016-11-22 00:00:00+00:00,14.0,Wet
176822,-122.3228505,47.73404704,176823,Block,NE 145TH ST BETWEEN 5TH AVE NE AND 6TH AVE NE,1,Property Damage Only Collision,Rear Ended,4,0,0,3,0,0,0,2016-08-25 00:00:00+00:00,14.0,Dry
176823,-122.2906989,47.56977061,176824,Intersection,RAINIER AVE S AND S CHARLESTOWN ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2016-07-19 00:00:00+00:00,11.0,Dry
176824,-122.3246841,47.63630629,176825,Block,FRANKLIN AVE E BETWEEN E HOWE ST AND E NEWTON ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-06-14 00:00:00+00:00,0.0,
176825,-122.3244726,47.615225,176826,Intersection,BELMONT AVE AND E PINE ST,1,Property Damage Only Collision,Parked Car,4,0,0,2,0,0,0,2016-09-09 00:00:00+00:00,14.0,Dry
176826,-122.3167562,47.61222459,176827,Block,12TH AVE BETWEEN E SPRING ST AND E MADISON ST,2,Injury Collision,Rear Ended,3,0,0,2,2,0,0,2016-08-19 00:00:00+00:00,14.0,Dry
176827,-122.323242,47.70744141,176828,Block,5TH AVE NE BETWEEN NE 106TH ST AND NE NORTHGATE WAY,2,Injury Collision,Cycles,2,0,1,1,1,0,0,2016-07-08 00:00:00+00:00,18.0,Dry
176828,-122.3378293,47.55497594,176829,Block,EAST MARGINAL WAY S BETWEEN S DAWSON ST AND S BRANDON ST,2,Injury Collision,Rear Ended,3,0,0,2,1,0,0,2016-11-01 00:00:00+00:00,14.0,Wet
176829,-122.2699882,47.52994139,176830,Block,RAINIER AVE S BETWEEN S ELMGROVE ST AND S ROSE N ST,1,Property Damage Only Collision,Angles,2,0,0,2,0,0,0,2016-07-03 00:00:00+00:00,11.0,Dry
176830,-122.3872007,47.58118763,176831,Block,SW ADMIRAL WAY BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,1,Property Damage Only Collision,Rear Ended,2,0,0,2,0,0,0,2016-08-01 00:00:00+00:00,14.0,Dry
176831,-122.3775446,47.67309049,176832,Block,NW 61ST ST BETWEEN 15TH AVE NW AND 17TH AVE NW,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-07-28 00:00:00+00:00,14.0,Dry
176832,-122.2833839,47.53661451,176833,Block,39TH AVE S BETWEEN S OTHELLO ST AND S HOLLY PARK DR,2,Injury Collision,Cycles,3,0,1,1,1,0,0,2016-09-16 00:00:00+00:00,51.0,Dry
176833,-122.4146241,47.57697854,176834,Block,64TH AVE SW BETWEEN ALKI AVE SW AND SW ADMIRAL WAY,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-08-30 00:00:00+00:00,13.0,Dry
176834,-122.318141,47.61409443,176835,Intersection,11TH AVE AND E PIKE ST,2,Injury Collision,Angles,3,0,0,2,2,0,0,2016-10-04 00:00:00+00:00,11.0,Wet
176835,-122.3462673,47.64302097,176836,Block,6TH AVE N BETWEEN HALLADAY ST AND RAYE LOWER ST,1,Property Damage Only Collision,,2,0,0,0,0,0,0,2016-11-02 00:00:00+00:00,28.0,
176836,-122.3473577,47.70288646,176837,Intersection,LINDEN AVE N AND N 102ND ST,2,Injury Collision,Angles,2,0,0,2,1,0,0,2016-09-10 00:00:00+00:00,11.0,Dry
176837,-122.3207602,47.61116908,176838,Intersection,BROADWAY AND MADISON ST,2,Injury Collision,Angles,4,0,0,2,4,0,0,2016-11-07 00:00:00+00:00,11.0,Wet
176838,-122.3113771,47.73211164,176839,Block,NE 143RD ST BETWEEN 15TH AVE NE AND 17TH AVE NE,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-09-30 00:00:00+00:00,11.0,Dry
176839,-122.294056,47.71555288,176840,Intersection,32ND AVE NE AND NE 120TH ST,1,Property Damage Only Collision,Angles,4,0,0,2,0,0,0,2016-08-19 00:00:00+00:00,11.0,Dry
176840,-122.3445606,47.69382203,176841,Block,AURORA AVE N BETWEEN N 89TH ST AND N 90TH ST,2,Injury Collision,Rear Ended,4,0,0,2,1,0,0,2016-10-27 00:00:00+00:00,14.0,Wet
176841,-122.3165267,47.68016281,176842,Block,NE 71ST ST BETWEEN ROOSEVELT WAY NE AND 12TH AVE NE,1,Property Damage Only Collision,Other,1,0,0,1,0,0,0,2016-11-11 00:00:00+00:00,26.0,Dry
176842,-122.3368846,47.60875622,176843,Intersection,3RD AVE AND UNION ST,1,Property Damage Only Collision,Left Turn,2,0,0,2,0,0,0,2016-08-31 00:00:00+00:00,11.0,Dry
176843,-122.3608464,47.53984523,176844,Block,DELRIDGE WAY SW BETWEEN CROFT PL SW AND SW MYRTLE ST,1,Property Damage Only Collision,Parked Car,3,0,0,2,0,0,0,2016-08-31 00:00:00+00:00,11.0,Dry
176844,-122.3234899,47.6567525,176845,Block,5TH AVE NE BETWEEN NE 40 UPPER ST AND NE 42ND W ST,1,Property Damage Only Collision,Parked Car,2,0,0,2,0,0,0,2016-11-17 00:00:00+00:00,13.0,Dry
